Rec_itin,Skd_itin,Rec_flights,Skd_flights,Pax,From,To,RDT,RAT,Arr_delay,Cost,Rec_string
I00,I00,F00,F00,4,JFK,DFW,19920.0,29973.0,0.0,0.0,05:32 -> 08:19
I01,I01,F01,F01,3,DFW,ATL,47145.0,52428.0,0.0,0.0,13:05 -> 14:33
I02,I02,F02,F02,4,ATL,ORD,55197.0,59589.0,0.0,0.0,15:19 -> 16:33
I03,I03,F03,F03,3,ORD,JFK,61461.0,66802.0,0.0,0.0,17:04 -> 18:33
I04,I04,F04,F04,3,JFK,ATL,19800.0,25299.0,0.0,0.0,05:30 -> 07:01
I05,I05,F05,F05,4,ATL,JFK,45306.0,50805.0,10800.0,737.4,12:35 -> 14:06
I06,I06,F06,F06,4,JFK,DFW,49386.0,59439.0,0.0,0.0,13:43 -> 16:30
I07,I07,F07,F07,4,DFW,JFK,69134.0,79187.0,0.0,0.0,19:12 -> 21:59
I08,I08,F08,F08,3,DFW,ORD,20820.0,26625.0,0.0,0.0,05:47 -> 07:23
I09,I09,F09,F09,4,ORD,ATL,49948.0,54340.0,0.0,0.0,13:52 -> 15:05
I10,I10,F01-F10,F01-F10,1,DFW,ORD,47145.0,91160.0,0.0,0.0,13:05 -> 01:19 (+1)
I11,I11,F04-F10,F04-F10,1,JFK,ORD,19800.0,91160.0,0.0,0.0,05:30 -> 01:19 (+1)
I12,I12,F10,F10,2,ATL,ORD,86768.0,91160.0,0.0,0.0,00:06 (+1) -> 01:19 (+1)
I13,I13,F11,F11,6,JFK,ORD,19860.0,25201.0,0.0,0.0,05:31 -> 07:00
I14,I14,F08-F12,F08-F12,1,DFW,ATL,20820.0,45219.0,0.0,0.0,05:47 -> 12:33
I15,I15,F12,F12,4,ORD,ATL,40827.0,45219.0,0.0,0.0,11:20 -> 12:33
I16,I16,F12-F13,F12-F13,1,ORD,JFK,40827.0,55475.0,0.0,0.0,11:20 -> 15:24
I17,I17,F13,F13,5,ATL,JFK,49976.0,55475.0,0.0,0.0,13:52 -> 15:24
I18,I18,F03-F14,F03-F14,1,ORD,ATL,61461.0,87834.0,0.0,0.0,17:04 -> 00:23 (+1)
I19,I19,F14,F14,5,JFK,ATL,82335.0,87834.0,0.0,0.0,22:52 -> 00:23 (+1)
I20,I20,F15,F15,4,ATL,DFW,27360.0,32643.0,7200.0,491.6,07:36 -> 09:04
I21,I21,F16,F16,4,DFW,JFK,35183.0,45236.0,0.0,0.0,09:46 -> 12:33
I22,I22,F17,F17,4,JFK,DFW,62738.0,72791.0,0.0,0.0,17:25 -> 20:13
